Stamp,Region,Confirmed,Deaths,Hospitalisierung,Intensivstation,Recovered,Tested
2020-04-06 10:00:00,B,NA,NA,NA,NA,NA,NA
2020-04-06 10:00:00,K,NA,NA,NA,NA,NA,NA
2020-04-06 10:00:00,NOe,NA,NA,NA,NA,NA,NA
2020-04-06 10:00:00,OOe,NA,NA,NA,NA,NA,NA
2020-04-06 10:00:00,Stmk,NA,NA,NA,NA,NA,NA
2020-04-06 10:00:00,Szb,NA,NA,NA,NA,NA,NA
2020-04-06 10:00:00,T,NA,NA,NA,NA,NA,NA
2020-04-06 10:00:00,V,NA,NA,NA,NA,NA,NA
2020-04-06 10:00:00,W,NA,NA,NA,NA,NA,NA
2020-04-06 15:00:00,AT,12206,NA,NA,NA,NA,NA
2020-04-06 15:00:00,B,228,NA,NA,NA,NA,NA
2020-04-06 15:00:00,K,328,NA,NA,NA,NA,NA
2020-04-06 15:00:00,NOe,1994,NA,NA,NA,NA,NA
2020-04-06 15:00:00,OOe,1963,NA,NA,NA,NA,NA
2020-04-06 15:00:00,Stmk,1339,NA,NA,NA,NA,NA
2020-04-06 15:00:00,Szb,1083,NA,NA,NA,NA,NA
2020-04-06 15:00:00,T,2774,NA,NA,NA,NA,NA
2020-04-06 15:00:00,V,754,NA,NA,NA,NA,NA
2020-04-06 15:00:00,W,1743,NA,NA,NA,NA,NA
2020-04-07 07:30:00,AT,NA,NA,1100,243,NA,NA
2020-04-07 07:30:00,B,NA,NA,13,4,NA,NA
2020-04-07 07:30:00,K,NA,NA,35,12,NA,NA
2020-04-07 07:30:00,NOe,NA,NA,217,48,NA,NA
2020-04-07 07:30:00,OOe,NA,NA,125,31,NA,NA
2020-04-07 07:30:00,Stmk,NA,NA,166,29,NA,NA
2020-04-07 07:30:00,Szb,NA,NA,95,16,NA,NA
2020-04-07 07:30:00,T,NA,NA,215,59,NA,NA
2020-04-07 07:30:00,V,NA,NA,43,11,NA,NA
2020-04-07 07:30:00,W,NA,NA,191,33,NA,NA
2020-04-07 09:30:00,AT,NA,243,NA,NA,4046,115235
2020-04-07 09:30:00,B,NA,3,NA,NA,60,NA
2020-04-07 09:30:00,K,NA,4,NA,NA,132,NA
2020-04-07 09:30:00,NOe,NA,39,NA,NA,567,NA
2020-04-07 09:30:00,OOe,NA,23,NA,NA,819,NA
2020-04-07 09:30:00,Stmk,NA,60,NA,NA,262,NA
2020-04-07 09:30:00,Szb,NA,16,NA,NA,294,NA
2020-04-07 09:30:00,T,NA,40,NA,NA,1237,NA
2020-04-07 09:30:00,V,NA,5,NA,NA,403,NA
2020-04-07 09:30:00,W,NA,53,NA,NA,272,NA
2020-04-07 15:00:00,AT,12519,NA,NA,NA,NA,NA
2020-04-07 15:00:00,B,234,NA,NA,NA,NA,NA
2020-04-07 15:00:00,K,341,NA,NA,NA,NA,NA
2020-04-07 15:00:00,NOe,2071,NA,NA,NA,NA,NA
2020-04-07 15:00:00,OOe,1991,NA,NA,NA,NA,NA
2020-04-07 15:00:00,Stmk,1372,NA,NA,NA,NA,NA
2020-04-07 15:00:00,Szb,1094,NA,NA,NA,NA,NA
2020-04-07 15:00:00,T,2835,NA,NA,NA,NA,NA
2020-04-07 15:00:00,V,768,NA,NA,NA,NA,NA
2020-04-07 15:00:00,W,1813,NA,NA,NA,NA,NA
2020-04-08 08:00:00,AT,NA,NA,1096,267,NA,NA
2020-04-08 08:00:00,B,NA,NA,12,2,NA,NA
2020-04-08 08:00:00,K,NA,NA,33,12,NA,NA
2020-04-08 08:00:00,NOe,NA,NA,208,55,NA,NA
2020-04-08 08:00:00,OOe,NA,NA,152,33,NA,NA
2020-04-08 08:00:00,Stmk,NA,NA,176,33,NA,NA
2020-04-08 08:00:00,Szb,NA,NA,90,21,NA,NA
2020-04-08 08:00:00,T,NA,NA,197,65,NA,NA
2020-04-08 08:00:00,V,NA,NA,40,11,NA,NA
2020-04-08 08:00:00,W,NA,NA,188,35,NA,NA
2020-04-08 10:00:00,AT,NA,273,NA,NA,4512,120755
2020-04-08 10:00:00,B,NA,3,NA,NA,71,NA
2020-04-08 10:00:00,K,NA,5,NA,NA,148,NA
2020-04-08 10:00:00,NOe,NA,42,NA,NA,646,NA
2020-04-08 10:00:00,OOe,NA,28,NA,NA,858,NA
2020-04-08 10:00:00,Stmk,NA,66,NA,NA,303,NA
2020-04-08 10:00:00,Szb,NA,20,NA,NA,361,NA
2020-04-08 10:00:00,T,NA,46,NA,NA,1370,NA
2020-04-08 10:00:00,V,NA,5,NA,NA,463,NA
2020-04-08 10:00:00,W,NA,58,NA,NA,292,NA
2020-04-08 15:00:00,AT,12852,NA,NA,NA,NA,NA
2020-04-08 15:00:00,B,242,NA,NA,NA,NA,NA
2020-04-08 15:00:00,K,353,NA,NA,NA,NA,NA
2020-04-08 15:00:00,NOe,2122,NA,NA,NA,NA,NA
2020-04-08 15:00:00,OOe,2037,NA,NA,NA,NA,NA
2020-04-08 15:00:00,Stmk,1423,NA,NA,NA,NA,NA
2020-04-08 15:00:00,Szb,1119,NA,NA,NA,NA,NA
2020-04-08 15:00:00,T,2903,NA,NA,NA,NA,NA
2020-04-08 15:00:00,V,793,NA,NA,NA,NA,NA
2020-04-08 15:00:00,W,1860,NA,NA,NA,NA,NA
2020-04-09 08:30:00,AT,NA,NA,1086,266,NA,NA
2020-04-09 08:30:00,B,NA,NA,15,4,NA,NA
2020-04-09 08:30:00,K,NA,NA,32,13,NA,NA
2020-04-09 08:30:00,NOe,NA,NA,208,54,NA,NA
2020-04-09 08:30:00,OOe,NA,NA,146,29,NA,NA
2020-04-09 08:30:00,Stmk,NA,NA,172,31,NA,NA
2020-04-09 08:30:00,Szb,NA,NA,94,19,NA,NA
2020-04-09 08:30:00,T,NA,NA,188,65,NA,NA
2020-04-09 08:30:00,V,NA,NA,40,11,NA,NA
2020-04-09 08:30:00,W,NA,NA,191,40,NA,NA
2020-04-09 10:30:00,AT,NA,295,NA,NA,5240,126287
2020-04-09 10:30:00,B,NA,3,NA,NA,81,NA
2020-04-09 10:30:00,K,NA,5,NA,NA,173,NA
2020-04-09 10:30:00,NOe,NA,47,NA,NA,747,NA
2020-04-09 10:30:00,OOe,NA,29,NA,NA,1075,NA
2020-04-09 10:30:00,Stmk,NA,69,NA,NA,367,NA
2020-04-09 10:30:00,Szb,NA,20,NA,NA,432,NA
2020-04-09 10:30:00,T,NA,53,NA,NA,1552,NA
2020-04-09 10:30:00,V,NA,7,NA,NA,509,NA
2020-04-09 10:30:00,W,NA,62,NA,NA,304,NA
2020-04-09 15:00:00,AT,13138,NA,NA,NA,NA,NA
2020-04-09 15:00:00,B,245,NA,NA,NA,NA,NA
2020-04-09 15:00:00,K,365,NA,NA,NA,NA,NA
2020-04-09 15:00:00,NOe,2169,NA,NA,NA,NA,NA
2020-04-09 15:00:00,OOe,2079,NA,NA,NA,NA,NA
2020-04-09 15:00:00,Stmk,1458,NA,NA,NA,NA,NA
2020-04-09 15:00:00,Szb,1134,NA,NA,NA,NA,NA
2020-04-09 15:00:00,T,2996,NA,NA,NA,NA,NA
2020-04-09 15:00:00,V,800,NA,NA,NA,NA,NA
2020-04-09 15:00:00,W,1892,NA,NA,NA,NA,NA
2020-04-10 08:00:00,AT,NA,NA,1032,261,NA,NA
2020-04-10 08:00:00,B,NA,NA,12,4,NA,NA
2020-04-10 08:00:00,K,NA,NA,30,12,NA,NA
2020-04-10 08:00:00,NOe,NA,NA,205,53,NA,NA
2020-04-10 08:00:00,OOe,NA,NA,120,28,NA,NA
2020-04-10 08:00:00,Stmk,NA,NA,163,32,NA,NA
2020-04-10 08:00:00,Szb,NA,NA,93,19,NA,NA
2020-04-10 08:00:00,T,NA,NA,183,61,NA,NA
2020-04-10 08:00:00,V,NA,NA,38,11,NA,NA
2020-04-10 08:00:00,W,NA,NA,188,41,NA,NA
2020-04-10 10:00:00,AT,NA,319,NA,NA,6064,134743
2020-04-10 10:00:00,B,NA,4,NA,NA,112,NA
2020-04-10 10:00:00,K,NA,5,NA,NA,193,NA
2020-04-10 10:00:00,NOe,NA,54,NA,NA,851,NA
2020-04-10 10:00:00,OOe,NA,29,NA,NA,1205,NA
2020-04-10 10:00:00,Stmk,NA,71,NA,NA,437,NA
2020-04-10 10:00:00,Szb,NA,23,NA,NA,524,NA
2020-04-10 10:00:00,T,NA,59,NA,NA,1687,NA
2020-04-10 10:00:00,V,NA,7,NA,NA,562,NA
2020-04-10 10:00:00,W,NA,67,NA,NA,493,NA
2020-04-10 15:00:00,AT,13492,NA,NA,NA,NA,NA
2020-04-10 15:00:00,B,253,NA,NA,NA,NA,NA
2020-04-10 15:00:00,K,373,NA,NA,NA,NA,NA
2020-04-10 15:00:00,NOe,2206,NA,NA,NA,NA,NA
2020-04-10 15:00:00,OOe,2100,NA,NA,NA,NA,NA
2020-04-10 15:00:00,Stmk,1484,NA,NA,NA,NA,NA
2020-04-10 15:00:00,Szb,1152,NA,NA,NA,NA,NA
2020-04-10 15:00:00,T,3163,NA,NA,NA,NA,NA
2020-04-10 15:00:00,V,809,NA,NA,NA,NA,NA
2020-04-10 15:00:00,W,1952,NA,NA,NA,NA,NA
2020-04-11 07:30:00,AT,NA,NA,1036,246,NA,NA
2020-04-11 07:30:00,B,NA,NA,14,3,NA,NA
2020-04-11 07:30:00,K,NA,NA,29,10,NA,NA
2020-04-11 07:30:00,NOe,NA,NA,236,42,NA,NA
2020-04-11 07:30:00,OOe,NA,NA,116,29,NA,NA
2020-04-11 07:30:00,Stmk,NA,NA,149,33,NA,NA
2020-04-11 07:30:00,Szb,NA,NA,88,18,NA,NA
2020-04-11 07:30:00,T,NA,NA,179,63,NA,NA
2020-04-11 07:30:00,V,NA,NA,38,11,NA,NA
2020-04-11 07:30:00,W,NA,NA,187,37,NA,NA
2020-04-11 09:30:00,AT,NA,337,NA,NA,6604,140975
2020-04-11 09:30:00,B,NA,5,NA,NA,119,NA
2020-04-11 09:30:00,K,NA,5,NA,NA,212,NA
2020-04-11 09:30:00,NOe,NA,60,NA,NA,951,NA
2020-04-11 09:30:00,OOe,NA,29,NA,NA,1316,NA
2020-04-11 09:30:00,Stmk,NA,73,NA,NA,488,NA
2020-04-11 09:30:00,Szb,NA,24,NA,NA,630,NA
2020-04-11 09:30:00,T,NA,62,NA,NA,1790,NA
2020-04-11 09:30:00,V,NA,7,NA,NA,582,NA
2020-04-11 09:30:00,W,NA,72,NA,NA,516,NA
2020-04-11 15:00:00,AT,13776,NA,NA,NA,NA,NA
2020-04-11 15:00:00,B,259,NA,NA,NA,NA,NA
2020-04-11 15:00:00,K,382,NA,NA,NA,NA,NA
2020-04-11 15:00:00,NOe,2274,NA,NA,NA,NA,NA
2020-04-11 15:00:00,OOe,2115,NA,NA,NA,NA,NA
2020-04-11 15:00:00,Stmk,1515,NA,NA,NA,NA,NA
2020-04-11 15:00:00,Szb,1154,NA,NA,NA,NA,NA
2020-04-11 15:00:00,T,3257,NA,NA,NA,NA,NA
2020-04-11 15:00:00,V,825,NA,NA,NA,NA,NA
2020-04-11 15:00:00,W,1995,NA,NA,NA,NA,NA
2020-04-12 07:30:00,AT,NA,NA,1035,243,NA,NA
2020-04-12 07:30:00,B,NA,NA,17,3,NA,NA
2020-04-12 07:30:00,K,NA,NA,27,10,NA,NA
2020-04-12 07:30:00,NOe,NA,NA,231,42,NA,NA
2020-04-12 07:30:00,OOe,NA,NA,115,29,NA,NA
2020-04-12 07:30:00,Stmk,NA,NA,154,32,NA,NA
2020-04-12 07:30:00,Szb,NA,NA,89,21,NA,NA
2020-04-12 07:30:00,T,NA,NA,174,61,NA,NA
2020-04-12 07:30:00,V,NA,NA,37,10,NA,NA
2020-04-12 07:30:00,W,NA,NA,191,35,NA,NA
2020-04-12 09:30:00,AT,13945,350,NA,NA,6987,144877
2020-04-12 09:30:00,B,260,6,NA,NA,120,NA
2020-04-12 09:30:00,K,382,5,NA,NA,219,NA
2020-04-12 09:30:00,NOe,2284,62,NA,NA,1010,NA
2020-04-12 09:30:00,OOe,2118,30,NA,NA,1381,NA
2020-04-12 09:30:00,Stmk,1524,76,NA,NA,512,NA
2020-04-12 09:30:00,Szb,1181,24,NA,NA,704,NA
2020-04-12 09:30:00,T,3324,66,NA,NA,1901,NA
2020-04-12 09:30:00,V,843,7,NA,NA,607,NA
2020-04-12 09:30:00,W,2029,74,NA,NA,533,NA
2020-04-13 07:30:00,AT,NA,NA,981,239,NA,NA
2020-04-13 07:30:00,B,NA,NA,12,3,NA,NA
2020-04-13 07:30:00,K,NA,NA,27,10,NA,NA
2020-04-13 07:30:00,NOe,NA,NA,234,42,NA,NA
2020-04-13 07:30:00,OOe,NA,NA,116,32,NA,NA
2020-04-13 07:30:00,Stmk,NA,NA,146,31,NA,NA
2020-04-13 07:30:00,Szb,NA,NA,91,20,NA,NA
2020-04-13 07:30:00,T,NA,NA,160,57,NA,NA
2020-04-13 07:30:00,V,NA,NA,32,10,NA,NA
2020-04-13 07:30:00,W,NA,NA,163,34,NA,NA
2020-04-13 09:30:00,AT,NA,368,NA,NA,7343,148412
2020-04-13 09:30:00,B,NA,6,NA,NA,134,NA
2020-04-13 09:30:00,K,NA,8,NA,NA,227,NA
2020-04-13 09:30:00,NOe,NA,66,NA,NA,1088,NA
2020-04-13 09:30:00,OOe,NA,32,NA,NA,1483,NA
2020-04-13 09:30:00,Stmk,NA,80,NA,NA,517,NA
2020-04-13 09:30:00,Szb,NA,26,NA,NA,735,NA
2020-04-13 09:30:00,T,NA,68,NA,NA,1989,NA
2020-04-13 09:30:00,V,NA,7,NA,NA,619,NA
2020-04-13 09:30:00,W,NA,75,NA,NA,551,NA
2020-04-13 15:00:00,AT,13999,NA,NA,NA,NA,NA
2020-04-13 15:00:00,B,268,NA,NA,NA,NA,NA
2020-04-13 15:00:00,K,386,NA,NA,NA,NA,NA
2020-04-13 15:00:00,NOe,2343,NA,NA,NA,NA,NA
2020-04-13 15:00:00,OOe,2127,NA,NA,NA,NA,NA
2020-04-13 15:00:00,Stmk,1560,NA,NA,NA,NA,NA
2020-04-13 15:00:00,Szb,1169,NA,NA,NA,NA,NA
2020-04-13 15:00:00,T,3299,NA,NA,NA,NA,NA
2020-04-13 15:00:00,V,832,NA,NA,NA,NA,NA
2020-04-13 15:00:00,W,2015,NA,NA,NA,NA,NA
2020-04-14 07:30:00,AT,NA,NA,1002,243,NA,NA
2020-04-14 07:30:00,B,NA,NA,15,4,NA,NA
2020-04-14 07:30:00,K,NA,NA,24,8,NA,NA
2020-04-14 07:30:00,NOe,NA,NA,236,43,NA,NA
2020-04-14 07:30:00,OOe,NA,NA,116,30,NA,NA
2020-04-14 07:30:00,Stmk,NA,NA,141,28,NA,NA
2020-04-14 07:30:00,Szb,NA,NA,101,20,NA,NA
2020-04-14 07:30:00,T,NA,NA,160,56,NA,NA
2020-04-14 07:30:00,V,NA,NA,33,10,NA,NA
2020-04-14 07:30:00,W,NA,NA,176,44,NA,NA
2020-04-14 09:30:00,AT,NA,384,NA,NA,7633,151796
2020-04-14 09:30:00,B,NA,6,NA,NA,135,NA
2020-04-14 09:30:00,K,NA,9,NA,NA,241,NA
2020-04-14 09:30:00,NOe,NA,67,NA,NA,1167,NA
2020-04-14 09:30:00,OOe,NA,32,NA,NA,1524,NA
2020-04-14 09:30:00,Stmk,NA,87,NA,NA,534,NA
2020-04-14 09:30:00,Szb,NA,26,NA,NA,762,NA
2020-04-14 09:30:00,T,NA,72,NA,NA,2073,NA
2020-04-14 09:30:00,V,NA,7,NA,NA,637,NA
2020-04-14 09:30:00,W,NA,78,NA,NA,560,NA
2020-04-14 15:00:00,AT,14159,NA,NA,NA,NA,NA
2020-04-14 15:00:00,B,271,NA,NA,NA,NA,NA
2020-04-14 15:00:00,K,386,NA,NA,NA,NA,NA
2020-04-14 15:00:00,NOe,2387,NA,NA,NA,NA,NA
2020-04-14 15:00:00,OOe,2140,NA,NA,NA,NA,NA
2020-04-14 15:00:00,Stmk,1588,NA,NA,NA,NA,NA
2020-04-14 15:00:00,Szb,1174,NA,NA,NA,NA,NA
2020-04-14 15:00:00,T,3328,NA,NA,NA,NA,NA
2020-04-14 15:00:00,V,832,NA,NA,NA,NA,NA
2020-04-14 15:00:00,W,2053,NA,NA,NA,NA,NA
2020-04-15 07:30:00,AT,NA,393,1001,232,8098,156801
2020-04-15 07:30:00,B,NA,6,20,4,148,1938
2020-04-15 07:30:00,K,NA,8,25,10,255,6549
2020-04-15 07:30:00,NOe,NA,71,235,42,1315,16188
2020-04-15 07:30:00,OOe,NA,32,117,30,1633,26579
2020-04-15 07:30:00,Stmk,NA,90,142,24,617,16225
2020-04-15 07:30:00,Szb,NA,26,97,19,778,12837
2020-04-15 07:30:00,T,NA,72,164,55,2134,37091
2020-04-15 07:30:00,V,NA,7,33,10,646,6734
2020-04-15 07:30:00,W,NA,81,168,38,572,3266
2020-04-15 13:00:00,AT,14321,NA,NA,NA,NA,NA
2020-04-15 13:00:00,B,278,NA,NA,NA,NA,NA
2020-04-15 13:00:00,K,388,NA,NA,NA,NA,NA
2020-04-15 13:00:00,NOe,2415,NA,NA,NA,NA,NA
2020-04-15 13:00:00,OOe,2162,NA,NA,NA,NA,NA
2020-04-15 13:00:00,Stmk,16,NA,NA,NA,NA,NA
2020-04-15 13:00:00,Szb,1178,NA,NA,NA,NA,NA
2020-04-15 13:00:00,T,3352,NA,NA,NA,NA,NA
2020-04-15 13:00:00,V,847,NA,NA,NA,NA,NA
2020-04-15 13:00:00,W,2101,NA,NA,NA,NA,NA
2020-04-16 07:30:00,AT,NA,410,967,238,8986,162816
2020-04-16 07:30:00,B,NA,6,17,4,165,2020
2020-04-16 07:30:00,K,NA,8,23,10,269,6767
2020-04-16 07:30:00,NOe,NA,73,236,46,1415,17410
2020-04-16 07:30:00,OOe,NA,34,109,31,1714,27453
2020-04-16 07:30:00,Stmk,NA,93,141,21,661,16996
2020-04-16 07:30:00,Szb,NA,27,88,15,790,13288
2020-04-16 07:30:00,T,NA,80,144,54,2244,38388
2020-04-16 07:30:00,V,NA,7,29,11,654,6887
2020-04-16 07:30:00,W,NA,82,180,46,1074,33607
2020-04-16 13:00:00,AT,14451,NA,NA,NA,NA,NA
2020-04-16 13:00:00,B,286,NA,NA,NA,NA,NA
2020-04-16 13:00:00,K,389,NA,NA,NA,NA,NA
2020-04-16 13:00:00,NOe,2436,NA,NA,NA,NA,NA
2020-04-16 13:00:00,OOe,2174,NA,NA,NA,NA,NA
2020-04-16 13:00:00,Stmk,1617,NA,NA,NA,NA,NA
2020-04-16 13:00:00,Szb,1186,NA,NA,NA,NA,NA
2020-04-16 13:00:00,T,3392,NA,NA,NA,NA,NA
2020-04-16 13:00:00,V,852,NA,NA,NA,NA,NA
2020-04-16 13:00:00,W,2119,NA,NA,NA,NA,NA
2020-04-17 07:30:00,AT,NA,431,909,227,9704,169272
2020-04-17 07:30:00,B,NA,7,18,5,167,2209
2020-04-17 07:30:00,K,NA,8,18,8,274,6956
2020-04-17 07:30:00,NOe,NA,77,219,40,1498,18269
2020-04-17 07:30:00,OOe,NA,37,101,30,1753,27858
2020-04-17 07:30:00,Stmk,NA,97,134,22,717,17998
2020-04-17 07:30:00,Szb,NA,28,96,19,875,13659
2020-04-17 07:30:00,T,NA,83,135,54,2374,39722
2020-04-17 07:30:00,V,NA,8,23,10,665,6998
2020-04-17 07:30:00,W,NA,86,165,39,1381,35603
2020-04-17 13:00:00,AT,14553,NA,NA,NA,NA,NA
2020-04-17 13:00:00,B,289,NA,NA,NA,NA,NA
2020-04-17 13:00:00,K,394,NA,NA,NA,NA,NA
2020-04-17 13:00:00,NOe,2461,NA,NA,NA,NA,NA
2020-04-17 13:00:00,OOe,2183,NA,NA,NA,NA,NA
2020-04-17 13:00:00,Stmk,1631,NA,NA,NA,NA,NA
2020-04-17 13:00:00,Szb,1190,NA,NA,NA,NA,NA
2020-04-17 13:00:00,T,3406,NA,NA,NA,NA,NA
2020-04-17 13:00:00,V,854,NA,NA,NA,NA,NA
2020-04-17 13:00:00,W,2145,NA,NA,NA,NA,NA
2020-04-18 06:00:00,AT,14595,NA,NA,NA,NA,NA
2020-04-18 06:00:00,B,295,NA,NA,NA,NA,NA
2020-04-18 06:00:00,K,395,NA,NA,NA,NA,NA
2020-04-18 06:00:00,NOe,2461,NA,NA,NA,NA,NA
2020-04-18 06:00:00,OOe,2194,NA,NA,NA,NA,NA
2020-04-18 06:00:00,Stmk,1638,NA,NA,NA,NA,NA
2020-04-18 06:00:00,Szb,1191,NA,NA,NA,NA,NA
2020-04-18 06:00:00,T,3407,NA,NA,NA,NA,NA
2020-04-18 06:00:00,V,855,NA,NA,NA,NA,NA
2020-04-18 06:00:00,W,2159,NA,NA,NA,NA,NA
2020-04-18 07:30:00,AT,NA,443,855,208,10214,175932
2020-04-18 07:30:00,B,NA,7,17,5,181,2301
2020-04-18 07:30:00,K,NA,9,16,9,295,7156
2020-04-18 07:30:00,NOe,NA,80,207,41,1560,18831
2020-04-18 07:30:00,OOe,NA,37,97,25,1822,29190
2020-04-18 07:30:00,Stmk,NA,99,118,20,775,19036
2020-04-18 07:30:00,Szb,NA,29,91,17,875,14085
2020-04-18 07:30:00,T,NA,85,125,51,2486,40884
2020-04-18 07:30:00,V,NA,9,23,8,668,7193
2020-04-18 07:30:00,W,NA,88,161,32,1552,37256
2020-04-19 07:30:00,AT,NA,452,817,204,10501,179243
2020-04-19 07:30:00,B,NA,8,16,5,198,2357
2020-04-19 07:30:00,K,NA,10,15,9,302,7268
2020-04-19 07:30:00,NOe,NA,82,196,40,1560,19112
2020-04-19 07:30:00,OOe,NA,38,95,29,1847,29696
2020-04-19 07:30:00,Stmk,NA,101,117,18,809,19749
2020-04-19 07:30:00,Szb,NA,29,88,16,929,14386
2020-04-19 07:30:00,T,NA,85,112,49,2526,42019
2020-04-19 07:30:00,V,NA,9,19,7,715,7400
2020-04-19 07:30:00,W,NA,90,159,31,1615,37256
2020-04-19 13:00:00,AT,14696,NA,NA,NA,NA,NA
2020-04-19 13:00:00,B,302,NA,NA,NA,NA,NA
2020-04-19 13:00:00,K,394,NA,NA,NA,NA,NA
2020-04-19 13:00:00,NOe,2476,NA,NA,NA,NA,NA
2020-04-19 13:00:00,OOe,2200,NA,NA,NA,NA,NA
2020-04-19 13:00:00,Stmk,1652,NA,NA,NA,NA,NA
2020-04-19 13:00:00,Szb,1199,NA,NA,NA,NA,NA
2020-04-19 13:00:00,T,3417,NA,NA,NA,NA,NA
2020-04-19 13:00:00,V,858,NA,NA,NA,NA,NA
2020-04-19 13:00:00,W,2198,NA,NA,NA,NA,NA
2020-04-20 07:30:00,AT,NA,470,805,194,10631,182949
2020-04-20 07:30:00,B,NA,8,16,4,200,2386
2020-04-20 07:30:00,K,NA,10,15,9,307,7624
2020-04-20 07:30:00,NOe,NA,83,193,37,1572,19588
2020-04-20 07:30:00,OOe,NA,41,90,27,1884,30373
2020-04-20 07:30:00,Stmk,NA,106,108,17,816,20098
2020-04-20 07:30:00,Szb,NA,30,92,17,930,14691
2020-04-20 07:30:00,T,NA,86,114,44,2556,42813
2020-04-20 07:30:00,V,NA,10,18,7,731,7626
2020-04-20 07:30:00,W,NA,96,159,32,1635,37750
2020-04-20 13:00:00,AT,14755,NA,NA,NA,NA,NA
2020-04-20 13:00:00,B,307,NA,NA,NA,NA,NA
2020-04-20 13:00:00,K,394,NA,NA,NA,NA,NA
2020-04-20 13:00:00,NOe,2495,NA,NA,NA,NA,NA
2020-04-20 13:00:00,OOe,2205,NA,NA,NA,NA,NA
